provider,model_id,prompt_base,condition_id,sentence_id,sentence_type,expected_schema_primary,expected_literal_or_metaphorical,repetition_index,prompt_id_v1,schema_present_v1,literal_or_metaphorical_v1,main_image_schema_v1,schema_present_correct_v1,primary_schema_correct_v1,lm_correct_v1,control_correct_v1,control_false_positive_schema_v1,prompt_id_v2,schema_present_v2,literal_or_metaphorical_v2,main_image_schema_v2,schema_present_correct_v2,primary_schema_correct_v2,lm_correct_v2,control_correct_v2,control_false_positive_schema_v2,control_change_type
anthropic,claude_sonnet_4_6,structured_roles,c_temp_03_v1,s0165,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,literal,CONTAINER,False,False,False,False,True,v2_introduced_control_false_positive
anthropic,claude_sonnet_4_6,structured_roles,c_temp_03_v1,s0165,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,literal,CONTAINER,False,False,False,False,True,v2_introduced_control_false_positive
google,gemini_2_5_flash,direct_schema,c_temp_03_v1,s0063,control_weak_schema,NONE,control,1,p_direct_schema_v1,no,control,NONE,True,True,True,True,False,p_direct_schema_v2_abstention,yes,literal,FORCE,False,False,False,False,True,v2_introduced_control_false_positive
google,gemini_2_5_flash,structured_roles,c_temp_0_v1,s0068,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,literal,FORCE,False,False,False,False,True,v2_introduced_control_false_positive
google,gemini_2_5_flash,structured_roles,c_temp_0_v1,s0165,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,literal,CONTAINER,False,False,False,False,True,v2_introduced_control_false_positive
google,gemini_2_5_flash,structured_roles,c_temp_03_v1,s0068,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,literal,FORCE,False,False,False,False,True,v2_introduced_control_false_positive
google,gemini_2_5_flash,structured_roles,c_temp_03_v1,s0092,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,literal,CONTAINER,False,False,False,False,True,v2_introduced_control_false_positive
google,gemini_2_5_flash,structured_roles,c_temp_03_v1,s0134,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,metaphorical,CONTAINER,False,False,False,False,True,v2_introduced_control_false_positive
google,gemini_2_5_flash,structured_roles,c_temp_03_v1,s0164,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,literal,FORCE,False,False,False,False,True,v2_introduced_control_false_positive
google,gemini_2_5_flash,structured_roles,c_temp_03_v1,s0165,control_weak_schema,NONE,control,0,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,literal,CONTAINER,False,False,False,False,True,v2_introduced_control_false_positive
google,gemini_2_5_flash,structured_roles,c_temp_03_v1,s0165,control_weak_schema,NONE,control,1,p_structured_roles_v1,no,control,NONE,True,True,True,True,False,p_structured_roles_v2_abstention,yes,literal,CONTAINER,False,False,False,False,True,v2_introduced_control_false_positive
