prompt_id,condition_id,sentence_id,repetition_index,n_providers,schema_unanimous,lm_unanimous,schema_present_unanimous,sentence_type,expected_schema_primary,providers,predicted_schemas
p_direct_schema_v1,c_temp_03_v1,s0008,0,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0008,1,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0009,0,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0009,1,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0010,0,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0010,1,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0011,0,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0011,1,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0012,0,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0012,1,3,True,True,True,literal_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0013,0,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0013,1,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0014,0,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0014,1,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0015,0,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0015,1,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0016,0,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0016,1,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0017,0,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0017,1,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0018,0,3,False,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0018,1,3,False,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0019,0,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0019,1,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0020,0,3,False,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0020,1,3,False,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0021,0,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0021,1,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0022,0,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0022,1,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0023,0,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0023,1,3,True,True,True,metaphorical_spatial,CONTAINER,anthropic;google;openai,CONTAINER
p_direct_schema_v1,c_temp_03_v1,s0024,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0024,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0025,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0025,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0026,0,3,True,True,True,control_weak_schema,NONE,anthropic;google;openai,NONE
p_direct_schema_v1,c_temp_03_v1,s0026,1,3,True,True,True,control_weak_schema,NONE,anthropic;google;openai,NONE
p_direct_schema_v1,c_temp_03_v1,s0027,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0027,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0028,0,3,True,True,True,control_weak_schema,NONE,anthropic;google;openai,NONE
p_direct_schema_v1,c_temp_03_v1,s0028,1,3,True,True,True,control_weak_schema,NONE,anthropic;google;openai,NONE
p_direct_schema_v1,c_temp_03_v1,s0029,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;FORCE;NONE
p_direct_schema_v1,c_temp_03_v1,s0029,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;FORCE;NONE
p_direct_schema_v1,c_temp_03_v1,s0030,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0030,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0031,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0031,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0032,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,FORCE;NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0032,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,FORCE;NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0033,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0033,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0034,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0034,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0035,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0035,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0036,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0036,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0037,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0037,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0038,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0038,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0039,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0039,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0040,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0040,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0041,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0041,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0042,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0042,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0043,0,3,False,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,CONTAINER;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0043,1,3,False,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,CONTAINER;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0044,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0044,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0045,0,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0045,1,3,True,True,True,literal_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0046,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0046,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0047,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0047,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0048,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0048,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0049,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0049,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0050,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0050,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0051,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0051,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0052,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0052,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0053,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0053,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0054,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0054,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0055,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0055,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0056,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0056,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0057,0,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0057,1,3,True,True,True,metaphorical_spatial,SOURCE_PATH_GOAL,anthropic;google;openai,SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0058,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0058,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0059,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0059,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0060,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0060,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0061,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,FORCE;NONE
p_direct_schema_v1,c_temp_03_v1,s0061,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,FORCE;NONE
p_direct_schema_v1,c_temp_03_v1,s0062,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0062,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0063,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0063,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0064,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0064,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0065,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;VERTICALITY
p_direct_schema_v1,c_temp_03_v1,s0065,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE;VERTICALITY
p_direct_schema_v1,c_temp_03_v1,s0066,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,FORCE;NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0066,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,FORCE;NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0067,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,FORCE;NONE
p_direct_schema_v1,c_temp_03_v1,s0067,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,FORCE;NONE
p_direct_schema_v1,c_temp_03_v1,s0068,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0068,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0069,0,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0069,1,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0070,0,3,False,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0070,1,3,False,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0071,0,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0071,1,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0072,0,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0072,1,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0073,0,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0073,1,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0074,0,3,False,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0074,1,3,False,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0075,0,3,False,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0075,1,3,False,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0076,0,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0076,1,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0077,0,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0077,1,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0078,0,3,False,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0078,1,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0079,0,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0079,1,3,True,True,True,literal_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0080,0,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0080,1,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0081,0,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0081,1,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0082,0,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0082,1,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0083,0,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0083,1,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0084,0,3,False,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0084,1,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0085,0,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0085,1,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0086,0,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0086,1,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0087,0,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0087,1,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0088,0,3,False,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0088,1,3,False,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0089,0,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0089,1,3,True,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE
p_direct_schema_v1,c_temp_03_v1,s0090,0,3,False,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE;VERTICALITY
p_direct_schema_v1,c_temp_03_v1,s0090,1,3,False,True,True,metaphorical_spatial,FORCE,anthropic;google;openai,FORCE;VERTICALITY
p_direct_schema_v1,c_temp_03_v1,s0091,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0091,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0092,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0092,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0093,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0093,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,CONTAINER;NONE
p_direct_schema_v1,c_temp_03_v1,s0094,0,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
p_direct_schema_v1,c_temp_03_v1,s0094,1,3,False,False,False,control_weak_schema,NONE,anthropic;google;openai,NONE;SOURCE_PATH_GOAL
