provider,model_id,prompt_id,condition_id,sentence_id,n_repetitions,schema_unique_n,lm_unique_n,schema_present_unique_n,schema_stable,lm_stable,schema_present_stable,sentence_type,expected_schema_primary,condition_short
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0099,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0100,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0101,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0102,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0103,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0104,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0105,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0106,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0107,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0108,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0109,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0110,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0111,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0112,2,1,1,1,True,True,True,literal_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0113,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0114,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0115,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0116,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0117,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0118,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0119,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0120,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0121,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0122,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0123,2,1,1,1,True,True,True,metaphorical_spatial,BLOCKAGE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0124,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0125,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0126,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0127,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0128,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0129,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0130,2,2,1,1,False,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0131,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0132,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0133,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0134,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0135,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0136,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0137,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0138,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0139,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0140,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0141,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0142,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0143,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0144,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0145,2,1,1,1,True,True,True,literal_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0146,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0147,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0148,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0149,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0150,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0151,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0152,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0153,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0154,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0155,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0156,2,1,1,1,True,True,True,metaphorical_spatial,VERTICALITY,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0157,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0158,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0159,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0160,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0161,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0162,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0163,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0164,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0165,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0166,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0167,2,1,1,1,True,True,True,control_weak_schema,NONE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0168,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0169,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0170,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0171,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0172,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0173,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0174,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0175,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0176,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0177,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0178,2,1,1,1,True,True,True,literal_spatial,SUPPORT_BALANCE,temp_03
anthropic,claude_sonnet_4_6,p_direct_schema_v1,c_temp_03_v1,s0179,2,1,1,1,True,True,True,metaphorical_spatial,SUPPORT_BALANCE,temp_03
